Ln,Part,Description,Due Date,Qty, Unit Price ,Order Date,Total_Value,PO_Number
1,Y060388,Y060388 [SLIDE BAR SAFETY RATCHET DC2500CS],2020-08-31,1,555,2020-08-03,555,80816
1,655S3601,655S3601 [BLOCK],2021-03-25,1,370,2021-02-18,740,89198
2,655S3602,655S3602 [BLOCK],2021-03-25,1,370,2021-02-18,740,89198
1,609T1804,609T1804 [SPECIAL KEY FOR LINK PIN DC800CLHT],2020-01-07,6,155,2019-12-03,930,71145
1,673V1001,673V1001 [LINER DC500CL-T],2020-07-27,2,1050,2020-06-16,3450,79096
2,8X20BS,8X20BS [BRASS SCREWS],2020-07-21,12,2.5,2020-06-16,3450,79096
3,647W6501,647W6501 [SLIDE PLATE (DC500CL-HT)],2020-07-21,4,330,2020-06-16,3450,79096
1,640R4901,640R4901 [SHAFT] ,2018-05-04,1,775,2018-03-30,775,40617
1,N013391,N013391 [SHAFT FOR POUR ASS'Y],2021-03-30,5,460,2021-02-23,2300,89365
1,TMN0027,[LINK PIN 2 FOR EC310SX SXII SXIII],2025-03-21,4,695,2025-02-07,2780,149155
1,TML1035,TML1035 [SPLIT COLLAR 4A 4B 6Y 8Y ECSX] [NOZZLE TOUCH ROD ECSX I61 2445MM OAL],2024-11-22,1,240,2024-10-18,1370,144459
2,TMV0204,TMV0204 [NOZZLE TOUCH ROD],2024-11-22,2,565,2024-10-18,1370,144459
1,Y193537,Y193537 [DOG FOR SAFETY HOOK SHAFT N127433],2020-12-18,1,225,2021-01-07,225,85205
1,656T5702,656T5702 [LOCK PLATE],2025-03-21,2,215,2025-02-07,1240,149169
2,Y069318,Y069318 [PLUNGER ROD],2025-03-21,1,810,2025-02-07,1240,149169
1,Y122752,Y122752 [KEY],2019-05-27,1,100,2019-05-06,100,61197
1,611T0701,611T0701 [JOINT],2017-11-10,2,175,2017-09-21,350,30455
1,N106850,N106850[POPPET,2020-03-12,1,975,2020-01-30,6825,73578
2,N106857,N106857[GUIDE],2020-03-12,1,870,2020-01-30,6825,73578
3,N071870,N071870 [PISTON ROD],2020-03-12,1,780,2020-01-30,6825,73578
4,H331160,H331160[SEAT],2020-03-12,1,2625,2020-01-30,6825,73578
5,N045969,N045969[POPPET],2020-03-12,1,1575,2020-01-30,6825,73578
1,609T2110,609T2110 [BUSHING],2019-07-09,8,425,2019-06-04,5400,62475
2,647W5604,647W5604 [SLIDE PLATE],2019-07-09,8,250,2019-06-04,5400,62475
1,680V5101,680V5101 [MAGNETIC HEAD HOLDER FOR DHS-T],2024-06-04,1,100,2024-05-13,100,137448
1,Y157511,Y157511 [EJECTOR ROD],2017-06-26,4,875,2017-06-06,3500,24346
1,S536680,S536680 [CLAMP WEAR STRIP ISGT720 3523MM OAL],2024-08-05,3,725,2024-06-21,2175,139303
1,613T0503,613T0503 [SLEEVE],2020-06-15,1,200,2020-06-16,200,79055
1,L707501,L707501 [TIE BAR ISGS310 2175MM OAL],2025-06-20,4,5225,2025-05-12,26920,153858
2,S463884,S463884 [TIE BAR NUT ISF310 ISGS310],2025-06-20,8,710,2025-05-12,26920,153858
3,TKR2040,TKR2040 [CLAMP WEAR STRIP EC ECN NII 310 390 2864 X 102MM],2025-06-20,1,340,2025-05-12,26920,153858
1,N073037,N073037 [SHAFT],2024-06-14,1,1435,2024-05-09,1435,137306
1,N015624,N015624 [PISTON DBS2500FG] SOONER,2017-07-13,1,3800,2017-06-15,3800,25070
1,N002730,N002730 [BRACKET],2020-02-20,1,1315,2020-01-16,1315,72896
1,N090092,N090092 [ EJECTOR ROD],2023-12-13,2,1575,2023-11-07,3150,128540
1,H39575G01,H39575G01[COUPLING],2017-06-06,1,2780,2017-05-16,12180,23366
2,N020124,N020124 [LINER FOR DC2500CS2],2017-06-06,2,3450,2017-05-16,12180,23366
3,Y027627,Y027627 [SLIDE PLATE FOR DC2500CS2],2017-06-06,2,1250,2017-05-16,12180,23366
1,2-1/2X2,2-1/2X2 [SCREWED BUSHING],2020-05-29,2,125,2020-05-28,250,78410
1,S182901,S182901 [TIE BAR NUT FOR ISE250] S182901 [TIE BAR NUT FOR ISE250],2022-10-14,2,775,2022-09-09,1550,110974
1,N060285,N060285 [SHAFT FOR SAFETY HOOK ASSY DC800RM],2019-10-31,2,695,2019-09-26,1390,68165
1,309N9302,309N9302 [BUSHING F/LINK PIN 2 EC310SX SXII],2023-12-25,4,450,2023-12-18,1800,130326
1,TKF2027,TKF2027 [CLAMP WEAR STRIP EC45N],2024-12-27,1,180,2024-11-19,180,145961
1,654V2701,654V2701 [FLANGE ( B )],2018-08-07,2,450,2018-07-10,900,45975
1,4T448001,4T448001 [LEFT SCREW NUT SAME AS P/N 4T44801] SOONER,2017-05-31,3,10,2017-05-17,30,23428
1,Y042157,Y042157 [CROSS HEAD BUSHING],2025-09-05,6,475,2025-07-29,3480,157342
2,Y152202,Y152202 [SLIDE PLATE DC350R- M],2025-09-05,2,315,2025-07-29,3480,157342
1,Y027663,Y027663 [FITTING],2023-08-11,1,125,2023-07-06,490,122905
2,Y027664,Y027664 [FITTING HOLDER],2023-08-11,1,365,2023-07-06,490,122905
1,Y037685,Y037685 [SLIDE BAR],2025-05-23,4,875,2025-04-16,3500,152574
1,9X975001,9X975001 [BRACKET FOR EXTRACTOR],2018-10-04,1,1425,2018-09-06,1425,49140
1,L698749,L698749 [PACKING RETAINER FOR INJECTION IS I59 I81],2022-10-07,1,1175,2022-09-02,1175,110747
1,9W4210G04,9W4210G04 [COOLING PIPE ASSY],2021-04-26,2,405,2021-03-22,810,90635
1,Y033657,Y033657 [BLOCK],2024-05-07,1,125,2024-04-29,125,136780
1,627R6901,627R6901 [SPACER],2025-01-10,1,75,2024-12-04,75,146515
1,396W7701,396W7701 [ARM SHAFT FOR DTO650~800L],2023-03-15,1,1380,2023-02-07,1380,116322
1,Y006291,Y006291 [SPROCKET],2021-07-23,3,375,2021-06-18,2290,94321
2,Y006501,Y006501 [SPACER],2021-07-23,3,85,2021-06-18,2290,94321
3,Y089908,Y089908 [LADLE PIN],2021-07-23,3,100,2021-06-18,2290,94321
4,Y006298,Y006298 [BEACASE],2021-07-23,1,295,2021-06-18,2290,94321
5,Y006502,Y006502 [SPACER],2021-07-23,3,105,2021-06-18,2290,94321
1,H323581,H323581 [INJECTION BUSHING],2020-07-14,1,1875,2020-06-16,1875,79097
1,Y060388,Y060388 [SLIDE BAR SAFETY RATCHET DC2500CS],2024-10-18,2,630,2024-09-12,2825,142773
2,N044000,N044000 [HOOK],2024-10-18,1,1565,2024-09-12,2825,142773
1,Y006638,Y006638 [LOCK PLATE],2020-01-03,4,45,2019-12-03,180,71144
1,N018904,N018904 [BRACKET],2022-08-10,2,590,2022-07-06,1400,108493
2,N053307,N053307 [BRACKET],2022-08-10,2,110,2022-07-06,1400,108493
1,Y092206,Y092206 [NUT FOR EJECTOR PISTON] ,2023-10-27,1,375,2023-10-27,375,128025
1,N095900,N095900 [EJECTOR ARM],2024-07-26,1,935,2024-06-18,935,139128
1,Y020058,Y020058 [P SQUARE KEY],2019-11-04,1,55,2019-09-30,690,68367
2,Y033453,Y033453 [ADJUSTING SHAFT],2019-11-04,1,635,2019-09-30,690,68367
1,CHG25098,CHG25098 [STOPPER] CHG25098 [STOPPER],2025-04-24,1,515,2025-04-23,515,152945
1,N02912G01,N02912G01 [COOLING PIPE ASSEMBLY],2024-01-12,2,525,2023-12-14,1050,130130
1,469R8901,469R8901 [TIE BAR BUSHING DC1650CS2],2020-03-02,7,2225,2020-01-20,15575,73009
1,637R3501,637R3501 [SPROCKET],2019-02-25,3,110,2019-01-21,330,55964
1,646T8002,646T8002 [FLANGED BUSHING],2023-01-06,2,545,2022-12-02,1090,114079
1,Y069318,Y069318 [PLUNGER ROD] ,2017-06-21,4,565,2017-05-24,2260,23819
1,Y006975,Y006975 [FLANGE],2021-11-18,1,1275,2021-10-14,3720,98725
2,N014109,N014109 [PISTON ROD],2021-11-18,1,2445,2021-10-14,3720,98725
1,647W6501,647W6501 [SLIDE PLATE DC500CL-HT / J / JMS / JMH / R / RM],2025-03-07,6,450,2025-01-29,3550,148706
2,9W4210G04,9W4210G04 [COOLING PIPE ASSY],2025-03-07,2,425,2025-01-29,3550,148706
1,Y090189,[PLUNGER ROD],2019-10-01,2,1375,2019-08-27,2750,66389
1,655S3601,655S3601 [BLOCK],2021-08-26,2,375,2021-07-22,750,95567
1,6S331801,6S331801 [SPROCKET FOR DTO650~800L],2017-12-08,3,275,2017-11-14,2200,33217
2,6S331803,6S331803 [SPROCKET FOR DTO650~800L],2017-12-08,5,275,2017-11-14,2200,33217
1,Y152202,Y152202 [SLIDE PLATE DC350R- M],2024-07-19,2,315,2024-06-05,630,138418
1,N062581,N062581 [PLUG] ,2019-05-01,2,575,2019-04-03,1150,59780
1,685R1005,685R1005 [ELECTRODE ROD],2019-09-20,1,80,2019-08-22,170,66216
2,685R1006,685R1006 [ELECTRODE ROD],2019-09-20,1,90,2019-08-22,170,66216
1,Y006295,Y006295 [CAP] ,2017-12-04,1,95,2017-11-02,95,32647
1,N066875,N066875[ BUSHING],2024-07-26,1,2350,2024-06-17,2350,139074
1,647W5603,647W5603 [SLIDE PLATE FOR DC350J],2021-11-08,4,275,2021-09-28,2200,98123
2,647W5604,647W5604 [SLIDE PLATE DC250JMS],2021-11-02,4,275,2021-09-28,2200,98123
1,695R1601,695R1601 [LOCK NUT],2019-04-08,1,47.5,2019-03-04,47.5,58307
1,30 HN,30 [HEX NUT],2025-07-04,4,16.25,2025-05-28,65,154515
1,Y066882,Y066882 [ROLLER FOR SAFETY GATE],2021-05-25,1,310,2021-04-20,1135,91885
2,Y068388,Y068388 [SHAFT],2021-05-25,3,275,2021-04-20,1135,91885
1,Y200013,Y200013  [COUPLING REPAIR],2022-10-19,1,398,2022-10-18,398,112226
1,654V2701,654V2701 [FLANGE ( B )],2021-06-17,1,475,2021-05-03,475,92426
1,40X49,40X49 [ SHAFT SPACER ],2022-09-07,1,32,2022-08-03,32,109612
1,N036470,N036470[GUIDE],2022-03-17,1,895,2022-02-03,5345,102747
2,N036471,N036471[PISTON ROD],2022-03-17,1,1100,2022-02-03,5345,102747
3,H313389,H313389[SEAT] ,2022-03-17,1,3350,2022-02-03,5345,102747
1,6S331401,6S331401 [ARM SHAFT FOR DTO650~800L],2022-05-06,1,960,2022-04-01,2820,104861
2,6S331301,6S331301 [GUIDE SHAFT] 45x28 [SHAFT SPACER],2022-05-06,1,725,2022-04-01,2820,104861
3,45X28,6S331301 [GUIDE SHAFT],2022-05-06,1,35,2022-04-01,2820,104861
4,6S331801,6S331801 [SPROCKET FOR DTO650~800L],2022-05-11,2,275,2022-04-01,2820,104861
5,6S331803,6S331803 [SPROCKET FOR DTO650~800L],2022-05-11,2,275,2022-04-01,2820,104861
1,Y032427,Y032427 [LINER DC350CL],2019-09-18,2,975,2019-09-06,1980,66996
2,8X30BS,8X30BS [BRASS BOLT],2019-09-18,6,5,2019-09-06,1980,66996
1,637R3402,637R3402 [SHAFT],2025-10-10,2,795,2025-08-26,1590,158850
1,N064799,N064799 [SHAFT],2023-10-27,4,825,2023-10-06,3300,127048
1,6T157701,6T157701 [BUSHING],2020-08-20,4,1125,2020-07-16,4500,80208
1,Y102636,Y102636 [BLOCK],2023-01-24,2,125,2023-01-03,470,115005
2,Y102651,Y102651 [ELECTRODE ROD],2023-01-24,2,55,2023-01-03,470,115005
3,Y102652,Y102652 [ELECTRODE ROD],2023-01-24,2,55,2023-01-03,470,115005
1,H39575G01,H39575G01 [INJECTION COUPLING DC800JMS/RM ],2025-01-17,1,2225,2024-12-03,2225,146475
1,LMM0112,TIE BAR EC250SX ~ SXIII 3150MM OAL PO,2025-11-14,1,6375,2025-09-04,6375,159227
1,L589136,L589136 [EJECTOR CYLINDER PISTON ROD ISGT 720 950],2023-12-11,1,1625,2023-10-25,1625,127935
1,S453023,S453023 [WASHER],2023-08-25,4,40,2023-07-21,3415,123586
2,S453041,S453041 [PLATE],2023-08-25,4,250,2023-07-21,3415,123586
3,S453040,S453040 [ROD M12 37MM OAL],2023-08-25,4,75,2023-07-21,3415,123586
4,S543821,S543821 [SHAFT FOR SHUT OFF NOZZLE 65MM OAL],2023-08-25,1,145,2023-07-21,3415,123586
5,S543820,S543820 [PLATE],2023-08-25,2,55,2023-07-21,3415,123586
6,S543819,S543819 [BRACKET FOR SHUT OFF NOZZLE],2023-08-25,4,425,2023-07-21,3415,123586
1,647W5603,647W5603 [SLIDE PLATE FOR DC350J] ,2019-02-06,2,250,2019-01-09,500,55362
1,4T123401,4T123401 [LADLE PIN],2018-07-10,2,63,2018-06-12,126,44509
1,H323582,H323582 [INJECTION BUSHING DC650JMS],2022-12-16,1,1235,2022-11-11,7280,113323
2,4V359601,4V359601 [SCREWED BUSHING DC500CLT],2022-12-16,1,550,2022-11-11,7280,113323
3,N057168,N057168 [LADLE ARM(SPECIAL FOR AHRESTY)],2022-12-16,1,2125,2022-11-11,7280,113323
4,6S331301,6S331301 [GUIDE SHAFT],2022-12-16,2,725,2022-11-11,7280,113323
5,6S331401,6S331401 [ARM SHAFT FOR DTO650~800L],2022-12-16,2,960,2022-11-11,7280,113323
1,4T123401,4T123401 [LADLE PIN],2019-06-27,3,63,2019-05-30,189,62280
1,L459974,L459974 [BARREL END CAP 40MM 4A 5A 7Y],2025-02-28,2,485,2025-01-15,970,147982
1,492V7804,492V7804 [COLLAR],2024-04-03,4,75,2024-03-05,300,133965
1,N050619,N050619 [COUPLING DC350JM- S/MH & DC500CLHT],2022-10-12,9,2225,2022-08-31,20025,110616
1,Y006501,Y006501 [SPACER],2024-06-14,1,90,2024-05-30,90,138171
1,TMR0035,TMR0035 [SPLIT COLLAR ECSX U5 17A 17B],2024-10-18,2,425,2024-09-13,850,142839
1,608R2201,608R2201 [LOCK PLATE],2020-04-02,1,145,2020-03-05,240,75059
2,Y027663,Y027663 [FITTING],2020-04-02,1,95,2020-03-05,240,75059
1,637R3601,637R3601 [SHAFT],2018-05-24,3,775,2018-04-19,2325,41667
1,Y047350,Y047350 [PISTON ROD],2018-05-25,1,1075,2018-04-19,4185,41673
2,Y055512,Y055512 [EJECTOR ROD],2018-05-25,4,690,2018-04-19,4185,41673
3,Y047349,Y047349 [CYLINDER HEAD],2018-05-25,1,350,2018-04-19,4185,41673
1,N066877,N066877 [INJECTION BUSHING] N066877 [INJECTION BUSHING],2018-11-16,2,2145,2018-10-19,4290,51460
1,408S3406,408S3406 [BUSHING FOR EJECTOR DC2500CS-2],2022-12-23,1,355,2022-11-18,355,113647
1,469R8901,469R8901 [TIE BAR BUSHING DC1650CS2],2020-01-30,1,2225,2019-12-19,2225,71940
1,Y026322,Y026322 [CYLINDER JOINT],2018-06-12,1,155,2018-05-14,390,43058
2,Y026323,Y026323 [CYLINDER RETAINER],2018-06-12,1,235,2018-05-14,390,43058
1,Y006291,Y006291 [SPROCKET],2023-12-29,1,395,2023-11-22,395,129295
1,S576705,S576705 [NUT FOR CLAMP M72X2 105MM X 23MM],2025-06-25,1,355,2025-05-21,355,154256
1,Y047672,Y047672 [TIP DC800JM-S],2020-11-06,1,73,2020-10-02,2398,83297
2,Y047350,Y047350 [PISTON ROD],2020-11-06,1,1075,2020-10-02,2398,83297
3,N033940,N033940 [CYLINDER],2020-11-06,1,1250,2020-10-02,2398,83297
1,647W6502,647W6502 [SLIDE PLATE DC650JM-S],2022-06-10,2,420,2022-05-06,1500,106289
2,647W6501,647W6501 [SLIDE PLATE (DC500CL-HT)],2022-06-10,2,330,2022-05-06,1500,106289
1,9W4210G04,9W4210G04 [COOLING PIPE ASSY],2023-08-25,1,405,2023-07-26,405,123747
1,N045379,N045379 [PIPING JOINT],2019-03-11,1,365,2019-02-11,365,57165
1,Y026322,Y026322 [CYLINDER JOINT],2021-04-20,1,155,2021-03-16,390,90406
2,Y026323,Y026323 [CYLINDER RETAINER],2021-04-20,1,235,2021-03-16,390,90406
1,478R1001,478R1001[LINK],2022-04-20,2,390,2022-03-16,780,104267
1,Y021405,Y021405 [BUSHING],2020-01-21,2,560,2019-12-17,7040,71834
2,6R893601,6R893601[POPPET],2020-01-21,1,2150,2019-12-17,7040,71834
3,Y012556,Y012556 [GUIDE],2020-01-21,1,1525,2019-12-17,7040,71834
4,N066875,N066875[ BUSHING],2020-01-21,1,2245,2019-12-17,7040,71834
1,9W4210G02,9W4210G02 [COOLING PIPE] SOONER,2017-08-10,2,335,2017-07-24,670,26978
1,6W511801,6W511801 [TURN ARRESTER DC350JMS] ,2019-02-22,10,55,2019-01-25,550,56247
1,9X5163G01,9X5163G01 [COOLING PIPE ASSEMBLY] ,2018-01-16,2,365,2017-12-18,730,35051
1,L707501,L707501 [TIE BAR ISGS310 2175MM OAL],2024-03-01,1,5225,2024-01-05,5950,130897
2,S463884,S463884 [TIE BAR NUT ISF310 ISGS310],2024-03-01,1,725,2024-01-05,5950,130897
1,N06709G01,N06709G01 [COOLING PIPE],2023-01-10,4,550,2022-11-29,2200,113900
1,648T7301,648T7301 [SPRING GUIDE FOR DHS-T] ,2021-03-01,6,47.5,2021-01-20,285,87807
1,Y157511,Y157511 [EJECTOR ROD],2019-06-25,3,875,2019-05-28,2625,62135
1,9W4210G02,9W4210G02 [COOLING PIPE] ,2017-10-13,1,335,2017-09-13,335,30115
1,647W5603,647W5603 [SLIDE PLATE FOR DC350J],2023-07-25,4,390,2023-06-20,1560,122277
1,N064799,N064799 [SHAFT] UPON PO RECEIPT,2024-04-01,3,950,2024-02-16,2850,133193
1,Y049502,Y049502 [FLANGED BUSHING] ,2018-01-12,1,1900,2017-11-28,1900,33839
1,647W5603,647W5603 [SLIDE PLATE FOR DC350J],2021-04-05,2,275,2021-02-23,550,89369
1,625W1701,625W1701 [LINK PIN BUSHING],2018-07-02,8,495,2018-05-21,3960,43460
1,N036470,N036470[GUIDE],2020-04-07,1,875,2020-02-25,6270,74596
2,N036471,N036471[PISTON ROD],2020-04-07,1,1100,2020-02-25,6270,74596
3,N036472,N036472[POPPET],2020-04-07,1,945,2020-02-25,6270,74596
4,H313389,H313389[SEAT],2020-04-07,1,3350,2020-02-25,6270,74596
1,Y080798,Y080798 [DOOR ROLLER],2024-12-06,8,290,2024-10-30,2320,145039
1,N116120,N116120 [SEAL CASE],2024-08-30,1,865,2024-07-25,865,140627
1,9X976004,9X976004 [ROD JOINT],2021-05-27,2,385,2021-04-22,1499,92007
2,4T448101,4T448101 [FEMALE SCREW ROD],2021-05-27,4,44,2021-04-22,1499,92007
3,614W1801,614W1801 [P SQUARE KEY],2021-05-27,1,30,2021-04-22,1499,92007
4,Y052733,Y052733 [SPACER],2021-05-27,1,185,2021-04-22,1499,92007
5,Y052734,Y052734 [CASE],2021-05-27,1,175,2021-04-22,1499,92007
6,Y067485,Y067485 [SPACER],2021-05-27,1,100,2021-04-22,1499,92007
7,4T123401,4T123401 [LADLE PIN],2021-05-27,1,63,2021-04-22,1499,92007
1,9W4210G04,9W4210G04 [COOLING PIPE ASSY],2022-05-03,1,405,2022-03-29,405,104717
1,4T123401,4T123401 [LADLE PIN],2020-04-03,1,63,2020-03-10,63,75105
1,695T7101,695T7101 [LEFT TURN BUCKLE],2018-07-31,1,59,2018-07-10,59,45978
1,Y060388,Y060388 [SLIDE BAR SAFETY RATCHET DC2500CS],2019-05-16,2,515,2019-04-18,1030,60520
1,TKL0053,TKL0053 [LINK PIN 1 EC180N NII],2025-09-03,4,625,2025-07-30,4060,157398
2,TKL0054,TKL0054 [LINK PIN 2 EC180N],2025-09-03,4,390,2025-07-30,4060,157398
1,647W6502,647W6502 [SLIDE PLATE DC650CL* 1995~],2018-10-25,2,420,2018-09-27,840,50391
1,647W6501,647W6501 [SLIDE PLATE (DC500CL-HT)],2018-06-06,2,330,2018-05-09,660,42795
1,656T6002,656T6002 [CYLINDER JOINT],2025-02-21,1,250,2025-01-13,250,147821
1,Y090189,[PLUNGER ROD] ,2019-08-21,1,1375,2019-08-21,1375,66145
1,8X20BS,8X20BS [BRASS SCREWS],2018-10-04,24,2.5,2018-09-27,60,50390
1,N066880,N066880 [PISTON ROD C2G16 DC1650CS-2],2024-08-26,1,695,2024-07-15,695,140197
1,613T0701,613T0701 [BUSHING],2019-09-18,1,390,2019-08-21,390,66150
1,Y047350,Y047350 [PISTON ROD],2019-11-28,1,1075,2019-10-24,1075,69505
1,609T6501,609T6501 [GLAND PACKING] ,2018-09-07,1,425,2018-08-10,425,47808
1,Y027627,Y027627 [SLIDE PLATE FOR DC2500CS2],2018-08-07,2,1250,2018-07-10,2890,45979
2,695T7002,695T7002 [LEFT HAND SCREW ROD],2018-08-07,1,390,2018-07-10,2890,45979
1,9X457905,9X457905 [BUSHING],2020-07-27,4,665,2020-06-16,5760,79058
2,9X457904,9X457904 [TIE BAR BUSHING],2020-07-27,4,775,2020-06-16,5760,79058
1,N090092,N090092 [ EJECTOR ROD],2022-12-15,1,1575,2022-11-10,2175,113281
2,492V7801,492V7801 [BUSHING],2022-12-15,1,75,2022-11-10,2175,113281
3,Y029537,Y029537 [EJECTOR BUSHING],2022-12-15,1,525,2022-11-10,2175,113281
1,6S331501,6S331501 [BEARING STOPPER],2023-01-12,2,175,2022-12-08,350,114288
1,6R893601,6R893601[POPPET],2024-10-11,2,2295,2024-08-27,4590,142025
1,9W4210G04,9W4210G04 [COOLING PIPE ASSY],2022-06-20,1,405,2022-05-16,405,106667
1,8X24-DOWEL,8X24-DOWEL [PULL OUT DOWEL PIN 8X24],2025-10-17,8,3.25,2025-09-08,2346,159363
2,N090479,N090479[WELDMENT BRACKET],2025-10-17,1,1395,2025-09-08,2346,159363
3,N092806,N092806[WELDMENT BRACKET],2025-10-17,1,925,2025-09-08,2346,159363
1,Y006291,Y006291 [SPROCKET],2024-12-06,1,425,2024-10-30,1950,145038
2,Y012556,Y012556 [GUIDE],2024-12-06,1,1525,2024-10-30,1950,145038
1,647S0401,647S0401 [SHAFT SPACER],2022-06-03,2,25,2022-05-03,50,106115
1,Y000970,Y000970 [SLIDE SHAFT],2025-09-16,1,435,2025-09-08,910,159377
2,Y133687,Y133687 [SLIDE SHAFT],2025-09-16,1,475,2025-09-08,910,159377
1,9X924605,9X924605 [TIE BAR BUSHING DC650JMS] ,2019-02-06,8,875,2019-02-04,7000,56736
1,9X924605,9X924605 [TIE BAR BUSHING DC650JMS],2018-10-24,6,825,2018-09-26,4950,50347
1,TKM0053,TKM0053 [LINK PIN 1 FOR ECN ECNII 220 240] TKM0053 [LINK PIN 1 FOR ECN ECNII 220 240],2022-12-23,1,625,2022-11-16,625,113530
1,N066875,N066875[ BUSHING],2018-06-28,1,2245,2018-05-17,3650,43307
2,N066878,N066878 [PISTON ROD C2G16],2018-06-28,1,1405,2018-05-17,3650,43307
1,Y026063,Y026063 [ COVER ],2021-04-06,1,45,2021-02-23,45,89368
1,N089679,N089679 [BUSHING] ,2019-12-12,2,"$6,295.00 ",2019-11-08,"$12,590.00 ",69788
1,6R670801,6R670801[SPROCKET],2018-05-01,1,95,2018-03-27,1044,40381
2,6R671201,6R671201[SPROCKET],2018-05-01,1,371,2018-03-27,1044,40381
3,6R671501,6R671501[SPROCKET],2018-05-01,2,289,2018-03-27,1044,40381
1,Y006502,Y006502 [SPACER],2018-02-13,1,105,2018-01-12,1134,36217
2,Y006291,Y006291 [SPROCKET],2018-02-13,1,365,2018-01-12,1134,36217
3,Y006298,Y006298 [BEACASE],2018-02-13,2,295,2018-01-12,1134,36217
4,Y006501,Y006501 [SPACER],2018-02-13,1,74,2018-01-12,1134,36217
1,HKF1010,HKF1010[HOPPER BLOCK EC45NII EC65NII i1],2023-11-01,1,1395,2023-10-03,1395,126776
1,6T513701,6T513701 [FLANGED BUSHING],2023-01-10,4,945,2022-11-29,3780,113901
1,LFB-5060,LFB-5060 [BUSHING TMJ 728A65060],2024-11-11,2,110,2024-10-07,220,143850
1,Y092208,Y092208 [GUIDE BAR],2021-11-25,2,545,2021-10-21,1605,98926
2,Y092205,Y092205 [ AUXILARY GUIDE BAR ],2021-11-25,1,515,2021-10-21,1605,98926
1,Y132909,Y132909 [DOOR ROLLER],2023-09-21,11,225,2023-09-06,2475,125525
1,Y095822,Y095822 [SHAFT],2019-06-07,1,695,2019-05-10,695,61415
1,Y026322,Y026322 [CYLINDER JOINT],2023-04-13,1,155,2023-03-08,155,117597
1,9W4210G04,9W4210G04 [COOLING PIPE ASSY],2019-09-06,4,365,2019-08-09,1460,65667
1,Y006291,Y006291 [SPROCKET],2024-06-11,2,395,2024-05-06,1610,137135
2,Y006502,Y006502 [SPACER],2024-06-11,3,120,2024-05-06,1610,137135
4,Y090016,Y090016 [GUIDE],2024-06-11,1,460,2024-05-06,1610,137135
1,N066877,N066877 [INJECTION BUSHING] ,2019-02-22,2,2145,2019-01-25,4290,56246
1,640R4901,640R4901 [SHAFT],2023-07-19,1,815,2023-06-13,815,121970
1,Y029534,Y029534 [BLOCK],2019-12-06,4,210,2019-11-04,1940,69920
2,N020153,N020153 [CYLINDER],2019-12-06,1,1100,2019-11-04,1940,69920
1,CHG24215, CHG24215 [TIE BAR NUT WRENCH],2024-10-14,2,360,2024-09-09,720,142569
1,TKM0005,TKM0005 [IDLER SHAFT EC220N],2024-05-28,1,275,2024-04-22,275,136377
1,Y006298,Y006298 [BEACASE],2019-07-22,2,295,2019-06-24,695,63376
2,Y006502,Y006502 [SPACER],2019-07-22,1,105,2019-06-24,695,63376
1,603S8303,603S8303 [JOINT FOR SPRAYER DC500JMS],2024-06-10,1,320,2024-05-03,320,137055
1,S486145,S486145 [TIE BAR NUT ISGS610] S486145 [TIE BAR NUT ISGS610],2023-05-01,4,795,2023-03-16,3180,116925
1,647W6503,647W6503 [SLIDE PLATE ],2019-05-07,2,390,2019-04-09,2460,60119
2,647W6502,647W6502 [SLIDE PLATE DC650CL* 1995~],2019-05-07,4,420,2019-04-09,2460,60119
1,S536630,S536630 [INJECTION GUIDE ROD FOR ISG I59] S536630 [INJECTION GUIDE ROD FOR ISG I59],2022-09-21,2,697.5,2022-08-24,1395,110415
1,637R3501,637R3501 [SPROCKET],2021-09-08,2,125,2021-08-04,515,96102
2,695R1601,695R1601 [LOCK NUT],2021-09-13,2,47.5,2021-08-04,515,96102
3,611V6701,611V6701 [SAME AS Y102648 ELECTRODE PROBE],2021-09-08,2,85,2021-08-04,515,96102
1,Y003999,Y003999 [SPROCKET],2024-09-16,4,135,2024-08-05,1470,141128
2,Y078747,Y078747 [STOPPER],2024-09-10,2,290,2024-08-05,1470,141128
3,Y078748,Y078748 [NUT],2024-09-10,2,50,2024-08-05,1470,141128
4,Y078749,Y078749 [BUSHING],2024-09-10,2,125,2024-08-05,1470,141128
1,Y006969,Y006969 [SHAFT FOR NUT CLAMP],2023-10-13,2,785,2023-10-12,1570,127285
1,N033940,N033940 [CYLINDER],2018-05-25,1,1250,2018-04-19,1250,41672
1,N095900,N095900 [EJECTOR ARM],2019-11-26,1,815,2019-10-29,815,69698
1,9W4210G04,9W4210G04 [COOLING PIPE ASSY],2022-11-28,2,405,2022-10-24,810,112558
1,9W4210G04,9W4210G04 [COOLING PIPE ASSY] 9W4210G04 [COOLING PIPE ASSY],2018-02-02,2,355,2018-01-04,710,35695
1,N02477G03,N02477G03 [GUIDE SHAFT],2023-06-30,4,1550,2023-05-25,6200,121186
1,469R8601,469R8601 [SCREWED BUSHING],2022-12-30,2,795,2022-11-18,2840,113652
2,478R7201,478R7201[BUSHING],2022-12-30,2,625,2022-11-18,2840,113652
1,L708101,L708101 [TIE BAR FOR ISGS 610 3258 X 145MM],2025-08-08,1,8450,2025-05-28,8450,154519
1,609T6503,609T6503 [GLAND PACKING],2022-06-24,1,415,2022-05-20,415,106908
